"image","xmin","ymin","xmax","ymax","label"
"loop_0731.png",62,133,84,202,3
"loop_0732.png",49,130,71,203,3
"loop_0734.png",25,127,51,205,3
"loop_0735.png",16,127,43,204,3
"loop_1008.png",394,154,402,178,3
"loop_1010.png",378,155,387,178,3
"loop_1013.png",357,155,364,180,3
"loop_1017.png",330,154,338,179,3
"loop_1019.png",320,154,329,180,3
"loop_1023.png",302,153,310,181,3
"loop_1025.png",292,153,300,180,3
"loop_1029.png",273,152,281,180,3
"loop_1037.png",245,150,254,181,3
"loop_1043.png",229,149,240,183,3
"loop_1046.png",221,149,232,184,3
"loop_1049.png",213,151,223,185,3
"loop_1053.png",200,148,212,186,3
"loop_1057.png",187,144,199,185,3
"loop_1061.png",169,141,184,186,3
"loop_1066.png",145,141,161,191,3
"loop_1071.png",116,138,131,193,3
"loop_1074.png",91,136,112,198,3
"loop_1077.png",62,133,84,200,3
"loop_1080.png",33,128,60,205,3
"loop_1082.png",0,123,30,203,3
"yellow043492769.png",113,320,126,358,1
"yellow043492769.png",166,323,178,360,1
"yellow043492769.png",60,317,72,355,1
"yellow043502769.png",134,305,148,348,1
"yellow043502769.png",194,307,209,350,1
"yellow043502769.png",72,301,86,345,1
"yellow043522770.png",170,269,189,323,1
"yellow043522770.png",252,271,270,327,1
"yellow043522770.png",89,264,107,321,1
"yellow049352942.png",110,298,124,344,1
"yellow049352942.png",175,301,189,343,1
"yellow049352942.png",46,297,61,339,1
"yellow049362942.png",119,284,134,334,1
"yellow049362942.png",189,289,205,336,1
"yellow049362942.png",47,283,62,331,1
"yellow049372943.png",126,270,143,323,1
"yellow049372943.png",206,272,225,327,1
"yellow049372943.png",44,266,62,322,1
"yellow049382943.png",137,235,159,303,1
"yellow049382943.png",237,240,260,307,1
"yellow049382943.png",36,230,58,298,1
"yellow050522980.png",152,75,193,197,1
"yellow050522980.png",331,86,372,205,1
"yellow104349276940.png",127,312,140,351,1
"yellow104349276940.png",186,313,198,353,1
"yellow104349276940.png",68,309,82,348,1
"yellow104351277021.png",154,285,172,334,1
"yellow104351277021.png",226,287,243,337,1
"yellow104351277021.png",82,282,98,331,1
"yellow104351277040.png",162,278,180,329,1
"yellow104351277040.png",238,282,255,333,1
"yellow104351277040.png",85,274,104,327,1
"yellow104937294340.png",134,249,154,312,1
"yellow104937294340.png",226,253,247,315,1
"yellow104937294340.png",40,246,60,309,1
"yellow114552841.png",1,346,10,373,1
"yellow114552841.png",39,348,49,375,1
"yellow114552841.png",78,350,88,377,1
"yellow114553841.png",39,341,51,368,1
"yellow114553841.png",81,341,92,372,1
"yellow114554842.png",106,339,119,367,1
"yellow114554842.png",14,334,27,366,1
"yellow114554842.png",60,333,72,365,1
"yellow114555842.png",139,326,152,361,1
"yellow114555842.png",37,322,49,357,1
"yellow114555842.png",88,323,100,360,1
"yellow133324844.png",2,347,13,374,1
"yellow133324844.png",41,348,51,377,1
"yellow133324844.png",79,348,89,379,1
"yellow145528412.png",0,345,7,373,1
"yellow145528412.png",38,346,47,373,1
"yellow145528412.png",77,347,87,374,1
"yellow145538418.png",5,336,16,368,1
"yellow145538418.png",50,339,61,369,1
"yellow145538418.png",94,339,105,371,1
"yellow145548422.png",119,333,130,367,1
"yellow145548422.png",23,330,35,364,1
"yellow145548422.png",71,332,84,365,1
"yellow145558428.png",148,322,161,359,1
"yellow145558428.png",41,317,54,357,1
"yellow145558428.png",94,321,108,357,1
"yellow834139451.png",186,243,209,310,1
"yellow834139451.png",281,246,305,312,1
"yellow834139451.png",87,238,111,307,1
"yellow834149453.png",185,233,211,305,1
"yellow834149453.png",288,237,313,308,1
"yellow834149453.png",80,229,104,300,1
"yellow834149455.png",181,214,209,291,1
"yellow834149455.png",294,220,322,295,1
"yellow834149455.png",67,208,92,287,1
"yellow834159457.png",176,179,206,266,1
"yellow834159457.png",302,185,331,269,1
"yellow834159457.png",49,173,80,260,1
"yellow834159461.png",166,120,201,227,1
"yellow834159461.png",322,128,359,232,1
"yellow834159461.png",5,110,41,219,1
"yellow834169463.png",159,72,202,196,1
"yellow834169463.png",340,83,382,205,1
"yellow840001118.png",149,158,178,250,1
"yellow840001118.png",284,162,317,257,1
"yellow840001118.png",9,151,40,245,1
"yellow840011118.png",142,82,182,201,1
"yellow840011118.png",318,91,358,207,1
"yellow846551325.png",105,137,139,237,1
"yellow846551325.png",252,146,285,243,1
"ylw--084001111.png",140,26,187,163,1
"ylw--084001111.png",344,37,394,174,1
"ylw--084655132.png",116,73,158,194,1
"ylw--084655132.png",297,78,341,200,1
"ylw--104349276.png",120,316,134,354,1
"ylw--104349276.png",175,318,189,357,1
"ylw--104349276.png",65,314,78,353,1
"ylw--104350276.png",140,300,155,345,1
"ylw--104350276.png",204,302,221,347,1
"ylw--104350276.png",74,296,90,342,1
"ylw--104352277.png",179,260,199,321,1
"ylw--104352277.png",265,263,286,323,1
"ylw--104352277.png",90,257,111,317,1
"ylw--104935294.png",114,293,131,339,1
"ylw--104935294.png",181,296,198,341,1
"ylw--104935294.png",46,290,62,337,1
"ylw--104936294.png",123,279,138,330,1
"ylw--104936294.png",198,282,215,334,1
"ylw--104936294.png",46,276,62,328,1
"ylw--104937294.png",130,260,149,318,1
"ylw--104937294.png",215,264,235,322,1
"ylw--104937294.png",42,256,62,316,1
"ylw--104939294.png",145,202,170,283,1
"ylw--104939294.png",22,198,49,278,1
"ylw--104939294.png",263,206,290,288,1
"ylw--105052298.png",150,18,200,160,1
"ylw--105052298.png",358,30,407,169,1
