"image","xmin","ymin","xmax","ymax","label"
"loop_0702.png",200,150,213,185,3
"loop_0704.png",195,149,207,186,3
"loop_0709.png",182,146,196,186,3
"loop_0717.png",156,140,171,190,3
"loop_0719.png",148,141,163,192,3
"loop_0721.png",138,140,154,193,3
"loop_0724.png",119,136,136,193,3
"loop_0728.png",91,134,112,197,3
"loop_0730.png",74,134,96,200,3
"loop_0731.png",62,133,84,202,3
"loop_0732.png",49,130,71,203,3
"loop_0734.png",25,127,51,205,3
"loop_0735.png",16,127,43,204,3
"loop_1057.png",187,144,199,185,3
"loop_1061.png",169,141,184,186,3
"loop_1066.png",145,141,161,191,3
"loop_1071.png",116,138,131,193,3
"loop_1074.png",91,136,112,198,3
"loop_1077.png",62,133,84,200,3
"loop_1080.png",33,128,60,205,3
"loop_1082.png",0,123,30,203,3
"0514-1359494703.png",213,181,280,332,1
"0514-135832863.png",262,170,330,325,1
"0514-1400266543.png",30,369,67,453,1
"0514-1400266543.png",200,375,238,459,1
"0514-1400266543.png",367,378,404,463,1
"0514-1400276623.png",291,356,328,447,1
"0514-1400276623.png",473,360,513,452,1
"0514-1400276623.png",656,362,698,455,1
"0514-14045820183.png",487,381,527,468,1
"0514-14045820183.png",656,382,693,467,1
"0514-14092833663.png",143,1,229,210,1
"0514-14092833663.png",532,0,636,187,1
"0514-14104437444.png",10,198,66,344,1
"0514-14131945203.png",285,323,333,428,1
"0514-14131945203.png",480,332,528,437,1
"0514-14131945203.png",666,345,708,445,1
"0514-14132045284.png",177,304,228,414,1
"0514-14132045284.png",383,318,432,426,1
"0514-14132045284.png",577,331,623,434,1
"0514-14135747124.png",20,258,39,316,1
"0514-14135747124.png",106,262,125,318,1
"0514-14135747124.png",192,264,211,321,1
"0514-14143549023.png",198,228,220,296,1
"0514-14143549023.png",299,227,322,296,1
"0514-14151551003.png",92,152,123,243,1
"0514-14151551003.png",221,165,252,256,1
"0514-14151551003.png",341,179,368,265,1
"0514-14171156823.png",111,160,142,252,1
"0514-14171156823.png",246,167,278,257,1
"0514-14171256843.png",107,147,140,243,1
"0514-14171256843.png",249,155,281,249,1
"0514-14171256863.png",108,130,143,233,1
"0514-14171256863.png",259,140,294,241,1
"0514-14182660543.png",271,263,292,322,1
"0514-14182660543.png",185,263,205,321,1
"0514-14182660543.png",359,264,379,323,1
"train_0056.png",313,102,326,147,3
"train_0065.png",314,105,326,149,3
"train_0072.png",311,105,324,149,3
"train_0079.png",310,104,323,149,3
"train_0086.png",306,102,322,149,3
"train_0093.png",308,98,322,147,3
"train_0100.png",305,94,320,147,3
"train_0114.png",297,92,316,154,3
"train_0119.png",293,87,310,155,3
"train_0124.png",283,81,303,154,3
"train_0128.png",276,83,297,159,3
"train_0132.png",263,74,285,157,3
"train_0136.png",244,75,270,164,3
"train_0140.png",222,67,249,165,3
"train_0141.png",213,65,240,166,3
"train_0143.png",195,62,224,168,3
"train_0144.png",181,56,211,165,3
"train_0145.png",173,52,204,163,3
"train_0146.png",159,43,190,159,3
"train_0147.png",142,36,174,157,3
"train_0148.png",133,37,165,158,3
"train_0149.png",110,40,146,165,3
"train_0150.png",101,44,137,173,3
"train_0152.png",57,47,98,182,3
"train_0153.png",47,44,87,185,3
"train_0154.png",22,35,65,182,3
"train_0155.png",10,30,53,181,3
"train_0237.png",9,50,47,183,2
"train_0238.png",15,50,55,183,2
"train_0239.png",32,55,69,180,2
"train_0240.png",41,54,78,182,2
"train_0242.png",73,49,107,167,2
"train_0243.png",80,47,114,164,2
"train_0244.png",100,46,131,160,2
"train_0245.png",108,44,142,158,2
"train_0246.png",127,49,159,157,2
"train_0247.png",143,53,172,162,2
"train_0248.png",150,54,180,162,2
"train_0249.png",163,60,193,164,2
"train_0250.png",171,60,200,166,2
"train_0252.png",196,66,222,165,2
"train_0253.png",202,66,228,164,2
"train_0254.png",212,69,239,165,2
"train_0255.png",217,69,244,165,2
"train_0256.png",225,72,251,166,2
"train_0257.png",235,76,258,168,2
"train_0258.png",238,73,264,165,2
"train_0259.png",244,75,269,165,2
"train_0261.png",255,76,278,163,2
"train_0262.png",260,77,283,164,2
"train_0263.png",263,76,285,162,2
"train_0264.png",267,78,290,162,2
"train_0265.png",269,79,291,162,2
"train_0266.png",272,80,295,162,2
"train_0270.png",280,83,302,162,2
"train_0274.png",285,81,306,156,2
"train_0278.png",290,82,309,156,2
"train_0286.png",300,84,318,154,2
"train_0290.png",302,89,321,154,2
"train_0294.png",304,88,322,153,2
"train_0298.png",305,88,324,154,2
"train_0302.png",307,87,325,150,2
"train_0306.png",308,89,326,152,2
"train_0310.png",310,90,327,150,2
"train_0314.png",310,90,326,150,2
"train_0318.png",311,92,329,150,2
"train_0326.png",313,95,329,152,2
"train_0340.png",313,93,329,150,2
"train_0350.png",312,86,329,145,3
"train_0356.png",311,89,328,147,3
"train_0390.png",311,90,327,151,3
"train_0402.png",309,92,325,152,3
"train_0412.png",304,88,322,152,3
"train_0422.png",299,87,318,151,3
"train_0433.png",294,87,314,152,3
"train_0443.png",292,83,309,152,3
"train_0470.png",285,77,307,152,3
"train_0478.png",286,78,307,154,1
"train_0484.png",286,72,307,146,1
"train_0490.png",288,71,310,143,1
"train_0496.png",297,76,317,146,1
"train_0502.png",308,81,327,148,1
"train_0507.png",316,83,336,147,1
"train_0513.png",332,86,348,147,1
"train_0525.png",375,90,390,147,1
"train_0531.png",392,92,406,144,1
"train_0535.png",393,92,406,144,2
"train_0541.png",386,92,399,146,2
"train_0547.png",368,95,383,147,2
"train_0553.png",353,93,366,146,2
"train_0559.png",340,95,354,145,2
"train_0572.png",326,97,339,148,2
"train_0588.png",327,97,341,143,2
"train_0636.png",326,103,339,151,2
"train_0648.png",323,102,339,152,2
"train_0665.png",315,92,330,150,3
"train_0687.png",259,83,278,155,3
"train_0698.png",197,72,221,158,3
"train_0709.png",140,65,168,168,3
"train_0713.png",116,54,144,165,3
"train_0717.png",91,42,122,158,3
"train_0721.png",55,49,91,175,3
"train_0725.png",25,40,65,181,3
"train_0813.png",35,33,76,185,1
"train_0819.png",79,44,117,180,1
"train_0823.png",105,52,141,178,1
"train_0827.png",134,53,169,177,1
"train_0831.png",163,46,194,163,1
"train_0835.png",190,48,218,160,1
"train_0839.png",210,62,239,168,1
"train_0843.png",228,69,255,169,2
"train_0847.png",243,70,270,166,2
"train_0851.png",256,72,280,164,2
"train_0855.png",263,77,287,165,2
"train_0861.png",268,76,291,159,2
"train_0871.png",271,81,291,158,2
"train_0893.png",278,86,297,154,2
"train_0903.png",281,91,297,153,2
"train_0913.png",283,89,300,150,2
"train_0923.png",287,89,302,146,2
"train_0943.png",291,88,306,144,2
"train_0962.png",293,92,306,141,2
"train_0971.png",292,91,306,141,3
"train_0982.png",293,96,306,144,3
"train_0994.png",293,97,305,143,3
"train_1010.png",292,96,306,142,3
"train_1027.png",293,96,304,140,3
"train_1057.png",291,102,304,144,3
"train_1071.png",292,101,303,144,3
"train_1081.png",292,103,304,145,3
"train_1094.png",293,101,305,143,1
"train_1103.png",293,99,305,142,1
"train_1130.png",290,98,304,147,1
"train_1143.png",285,90,300,143,1
"train_1157.png",280,89,296,145,2
"train_1167.png",277,88,294,148,2
"train_1176.png",275,87,291,150,2
"train_1186.png",269,83,290,153,2
"train_1195.png",267,80,285,156,2
"train_1215.png",256,75,282,167,2
"train_1224.png",254,68,280,167,2
"train_1232.png",252,53,282,163,2
"train_1238.png",252,41,282,159,2
"train_1244.png",246,51,279,175,2
"train_1251.png",241,42,277,174,2
"train_1259.png",239,42,274,178,2
"train_1268.png",239,42,275,179,2
"train_1280.png",239,45,274,180,3
"train_1290.png",237,40,274,179,3
"train_1303.png",240,42,276,172,3
"train_1325.png",259,61,286,166,3
"train_1333.png",265,72,292,165,3
"train_1343.png",276,74,299,161,3
"train_1356.png",291,78,311,154,3
"train_1366.png",295,84,315,154,3
"train_1377.png",305,89,322,152,3
"train_1401.png",373,89,387,142,3
"train_1409.png",381,93,396,143,1
"train_1415.png",379,95,393,143,1
"train_1422.png",375,103,389,149,1
"train_1436.png",375,98,388,147,1
"train_1447.png",384,102,398,150,1
"train_1491.png",393,84,412,152,2
"train_1517.png",205,73,231,163,2
"train_1528.png",129,55,158,163,2
"train_1540.png",90,47,127,171,2
"train_1548.png",83,47,122,179,2
"train_1556.png",71,40,111,181,2
"train_1563.png",54,35,93,184,2
"train_1570.png",20,35,63,192,2
"train_1621.png",55,34,96,179,3
"train_1631.png",117,50,155,178,3
"train_1638.png",157,47,190,166,3
"train_1648.png",215,58,242,166,3
"train_1670.png",317,75,337,159,3
"train_1680.png",298,81,318,156,3
"train_1690.png",268,84,286,152,3
"train_1700.png",254,88,271,152,3
"train_1710.png",278,91,294,150,3
"train_1719.png",329,90,342,147,1
"train_1726.png",347,93,360,146,1
"train_1736.png",342,93,357,148,1
"train_1751.png",341,93,354,144,1
"train_1763.png",342,97,356,149,1
"train_1787.png",317,91,333,150,2
"train_1802.png",262,85,279,151,2
"train_1814.png",231,81,252,155,2
"train_1826.png",256,73,279,157,2
"train_1840.png",317,68,343,166,2
"train_1851.png",361,50,389,163,2
"train_1877.png",246,36,288,194,2
"train_1883.png",160,29,206,198,2
"0514-1359484683.png",70,126,104,231,1
"0514-1359484683.png",218,140,253,240,1
"0514-1359484683.png",357,152,391,250,1
"0514-135833903.png",255,69,296,192,1
"0514-1400276603.png",106,252,126,315,1
"0514-1400276603.png",197,255,218,316,1
"0514-1400276603.png",288,257,310,318,1
"0514-1400266563.png",22,256,41,315,1
"0514-1400266563.png",110,259,130,318,1
"0514-1400266563.png",197,263,217,321,1
"0514-1359494723.png",98,90,137,206,1
"0514-1400286643.png",251,239,273,308,1
"0514-1400286643.png",352,242,377,309,1
"0514-1359504743.png",82,45,125,176,1
"0514-14084731623.png",170,145,203,243,1
"0514-14084731623.png",312,131,346,238,1
"0514-1400296703.png",297,166,329,258,1
"0514-14131845183.png",146,225,169,296,1
"0514-14131845183.png",242,232,264,300,1
"0514-14131845183.png",332,240,356,305,1
"0514-14092633544.png",75,1,120,144,1
"0514-14092633564.png",279,0,331,130,1
"0514-14104337403.png",8,141,37,239,1
"0514-1359484643.png",365,160,397,254,1
"0514-1400286663.png",273,228,299,301,1
"0514-1400286663.png",384,228,410,303,1
